Freq[#], X[m], Y[m], V[m], Z[m], Log(Abs)[*], Log(Im)[*], Log(Re)[*], Phase[*], Con[mS/m], Ro[Om*m], PPM, Lat[*], Lon[*], GNSS altitude, UTC
4, 152.215, 599.284, 618.313, -7.85714, 4.46272e-07, 2.91743e-07, -3.37705e-07, -40.8236, 52.1142, 19.1886, 790.465, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
5, 152.215, 599.284, 618.313, -7.14286, 7.47502e-07, 4.44169e-07, -6.01227e-07, -36.4559, 47.4369, 21.0806, 1306.64, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
6, 152.215, 599.284, 618.313, -6.42857, 1.39555e-06, 8.20293e-07, -1.12902e-06, -36.0005, 42.6322, 23.4565, 2405.06, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
7, 152.215, 599.284, 618.313, -5.71429, 2.10312e-06, 1.02472e-06, -1.83659e-06, -29.1592, 42.5549, 23.499, 3642.13, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
8, 152.215, 599.284, 618.313, -5, 3.03582e-06, 1.74748e-06, -2.48244e-06, -35.1432, 38.7791, 25.7871, 5190.94, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
9, 152.215, 599.284, 618.313, -4.28571, 4.74964e-06, 2.67714e-06, -3.92326e-06, -34.3088, 36.1619, 27.6534, 8218.1, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
10, 152.215, 599.284, 618.313, -3.57143, 7.98139e-06, 4.56886e-06, -6.54432e-06, -34.9205, 33.1562, 30.1603, 13882.3, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
11, 152.215, 599.284, 618.313, -2.85714, 1.42892e-05, 8.55194e-06, -1.14475e-05, -36.7619, 29.582, 33.8043, 25298, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
12, 152.215, 599.284, 618.313, -2.14286, 2.78817e-05, 1.84587e-05, -2.08966e-05, -41.4553, 24.7895, 40.3397, 50398.4, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
13, 152.215, 599.284, 618.313, -1.42857, 5.72635e-05, 4.69224e-05, -3.28238e-05, -55.0259, 19.0858, 52.3949, 117809, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
14, 152.215, 599.284, 618.313, -0.714286, 0.000146469, 0.00013562, -5.53193e-05, -67.8095, 15.5681, 64.2339, 335672, 46.55400447, 40.29538064, 0, 2021.07.23 11:51:11:367
1, 151.546, 602.879, 621.635, -10, 1.31533e-07, 1.04421e-07, -7.99822e-08, -52.5493, 66.0047, 15.1504, 254.275, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
2, 151.546, 602.879, 621.635, -9.28571, 1.92426e-07, 1.43667e-07, -1.28014e-07, -48.2975, 62.4971, 16.0007, 356.778, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
3, 151.546, 602.879, 621.635, -8.57143, 2.7931e-07, 1.76838e-07, -2.162e-07, -39.281, 56.0821, 17.831, 508.343, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
4, 151.546, 602.879, 621.635, -7.85714, 4.48069e-07, 2.72926e-07, -3.55355e-07, -37.5256, 52.3229, 19.1121, 794.096, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
5, 151.546, 602.879, 621.635, -7.14286, 7.66099e-07, 4.38276e-07, -6.28348e-07, -34.8959, 48.6098, 20.572, 1337.87, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
6, 151.546, 602.879, 621.635, -6.42857, 1.43198e-06, 8.34747e-07, -1.16351e-06, -35.6572, 43.736, 22.8644, 2468.39, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
7, 151.546, 602.879, 621.635, -5.71429, 2.14996e-06, 1.0429e-06, -1.88007e-06, -29.0176, 43.4933, 22.9921, 3725.95, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
8, 151.546, 602.879, 621.635, -5, 3.03923e-06, 1.70664e-06, -2.51481e-06, -34.1622, 38.8221, 25.7585, 5196.08, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
9, 151.546, 602.879, 621.635, -4.28571, 4.78556e-06, 2.59855e-06, -4.0186e-06, -32.888, 36.4318, 27.4486, 8282.86, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
10, 151.546, 602.879, 621.635, -3.57143, 8.03745e-06, 4.48241e-06, -6.67147e-06, -33.8963, 33.3852, 29.9534, 13987.5, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
11, 151.546, 602.879, 621.635, -2.85714, 1.43997e-05, 8.4024e-06, -1.1694e-05, -35.698, 29.8061, 33.5502, 25469.4, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
12, 151.546, 602.879, 621.635, -2.14286, 2.81e-05, 1.83394e-05, -2.12903e-05, -40.7415, 24.9783, 40.0347, 50765, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
13, 151.546, 602.879, 621.635, -1.42857, 5.80378e-05, 4.7052e-05, -3.39779e-05, -54.1656, 19.3347, 51.7204, 119327, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
14, 151.546, 602.879, 621.635, -0.714286, 0.000147405, 0.000134473, -6.0376e-05, -65.8208, 15.6618, 63.8494, 337655, 46.55403680, 40.29537188, 0, 2021.07.23 11:51:13:117
1, 152.175, 605.993, 624.808, -10, 1.42392e-07, 1.18064e-07, -7.96017e-08, -56.0111, 71.436, 13.9985, 275.047, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
2, 152.175, 605.993, 624.808, -9.28571, 1.86084e-07, 1.36879e-07, -1.26061e-07, -47.3561, 60.4444, 16.5441, 345.246, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
3, 152.175, 605.993, 624.808, -8.57143, 2.82075e-07, 1.79097e-07, -2.17924e-07, -39.4145, 56.6351, 17.6569, 513.364, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
4, 152.175, 605.993, 624.808, -7.85714, 4.29081e-07, 2.60861e-07, -3.40678e-07, -37.4417, 50.1161, 19.9537, 759.996, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
5, 152.175, 605.993, 624.808, -7.14286, 7.41018e-07, 4.27114e-07, -6.05542e-07, -35.1969, 47.0279, 21.264, 1295.03, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
6, 152.175, 605.993, 624.808, -6.42857, 1.38381e-06, 7.66229e-07, -1.15231e-06, -33.6219, 42.2762, 23.6539, 2384.22, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
7, 152.175, 605.993, 624.808, -5.71429, 2.06401e-06, 9.892e-07, -1.81152e-06, -28.6372, 41.7709, 23.9401, 3573.5, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
8, 152.175, 605.993, 624.808, -5, 2.9601e-06, 1.71662e-06, -2.41152e-06, -35.4449, 37.8223, 26.4394, 5059.34, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
9, 152.175, 605.993, 624.808, -4.28571, 4.58866e-06, 2.57989e-06, -3.79472e-06, -34.2103, 34.9519, 28.6107, 7938.85, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
10, 152.175, 605.993, 624.808, -3.57143, 7.80378e-06, 4.54459e-06, -6.34395e-06, -35.6165, 32.4302, 30.8355, 13571, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
11, 152.175, 605.993, 624.808, -2.85714, 1.35549e-05, 8.11174e-06, -1.08598e-05, -36.758, 28.0919, 35.5975, 23991.5, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
12, 152.175, 605.993, 624.808, -2.14286, 2.63084e-05, 1.77896e-05, -1.9382e-05, -42.547, 23.4258, 42.6879, 47531.9, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
13, 152.175, 605.993, 624.808, -1.42857, 5.42151e-05, 4.62434e-05, -2.82989e-05, -58.5352, 18.1038, 55.237, 111492, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
14, 152.175, 605.993, 624.808, -0.714286, 0.000140821, 0.000134063, -4.31005e-05, -72.1777, 15.0012, 66.6611, 322668, 46.55406481, 40.29538011, 0, 2021.07.23 11:51:14:868
1, 155.024, 608.872, 628.298, -10, 1.29394e-07, 1.03761e-07, -7.73063e-08, -53.3125, 64.9346, 15.4001, 250.051, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
2, 155.024, 608.872, 628.298, -9.28571, 1.87267e-07, 1.42431e-07, -1.21583e-07, -49.515, 60.8273, 16.44, 347.08, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
3, 155.024, 608.872, 628.298, -8.57143, 2.80183e-07, 1.84239e-07, -2.11089e-07, -41.1146, 56.2568, 17.7756, 509.849, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
4, 155.024, 608.872, 628.298, -7.85714, 4.41688e-07, 2.79618e-07, -3.41909e-07, -39.2768, 51.5814, 19.3868, 783.131, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
5, 155.024, 608.872, 628.298, -7.14286, 7.49008e-07, 4.3731e-07, -6.08089e-07, -35.7219, 47.5319, 21.0385, 1308.51, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
6, 155.024, 608.872, 628.298, -6.42857, 1.41165e-06, 8.2039e-07, -1.14879e-06, -35.532, 43.12, 23.1911, 2433.42, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
7, 155.024, 608.872, 628.298, -5.71429, 2.12899e-06, 1.06575e-06, -1.84303e-06, -30.0389, 43.0732, 23.2163, 3686.1, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
8, 155.024, 608.872, 628.298, -5, 3.03443e-06, 1.73787e-06, -2.48749e-06, -34.9399, 38.7616, 25.7987, 5185.81, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
9, 155.024, 608.872, 628.298, -4.28571, 4.74064e-06, 2.64997e-06, -3.93082e-06, -33.9859, 36.0943, 27.7052, 8206.66, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
10, 155.024, 608.872, 628.298, -3.57143, 7.91053e-06, 4.4865e-06, -6.5152e-06, -34.5521, 32.8666, 30.426, 13762.4, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
11, 155.024, 608.872, 628.298, -2.85714, 1.42419e-05, 8.39931e-06, -1.15015e-05, -36.14, 29.4863, 33.9141, 25193, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
12, 155.024, 608.872, 628.298, -2.14286, 2.7986e-05, 1.81821e-05, -2.1275e-05, -40.5179, 24.8797, 40.1934, 50560.5, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
13, 155.024, 608.872, 628.298, -1.42857, 5.81667e-05, 4.69805e-05, -3.42958e-05, -53.8705, 19.3761, 51.6099, 119646, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
14, 155.024, 608.872, 628.298, -0.714286, 0.000147783, 0.000134909, -6.03271e-05, -65.9074, 15.6997, 63.6955, 338359, 46.55409070, 40.29541738, 0, 2021.07.23 11:51:16:618
1, 158.335, 610.461, 630.660, -10, 1.28053e-07, 9.90714e-08, -8.11324e-08, -50.685, 64.2638, 15.5608, 247.468, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
2, 158.335, 610.461, 630.660, -9.28571, 1.84896e-07, 1.41968e-07, -1.18455e-07, -50.1593, 60.0598, 16.6501, 342.834, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
3, 158.335, 610.461, 630.660, -8.57143, 2.65016e-07, 1.58116e-07, -2.1268e-07, -36.6288, 53.2232, 18.7888, 482.442, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
4, 158.335, 610.461, 630.660, -7.85714, 4.27791e-07, 2.65753e-07, -3.35232e-07, -38.4054, 49.9662, 20.0135, 758.101, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
5, 158.335, 610.461, 630.660, -7.14286, 7.34774e-07, 4.46311e-07, -5.83695e-07, -37.4026, 46.634, 21.4436, 1283.97, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
6, 158.335, 610.461, 630.660, -6.42857, 1.38241e-06, 8.05375e-07, -1.12358e-06, -35.6327, 42.2339, 23.6777, 2381.68, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
7, 158.335, 610.461, 630.660, -5.71429, 2.12073e-06, 1.02973e-06, -1.85395e-06, -29.0488, 42.9077, 23.3058, 3671.55, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
8, 158.335, 610.461, 630.660, -5, 3.05081e-06, 1.70533e-06, -2.52969e-06, -33.9849, 38.9686, 25.6617, 5216.33, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
9, 158.335, 610.461, 630.660, -4.28571, 4.83841e-06, 2.64181e-06, -4.05353e-06, -33.0935, 36.8287, 27.1528, 8374.84, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
10, 158.335, 610.461, 630.660, -3.57143, 8.12641e-06, 4.5752e-06, -6.7161e-06, -34.2638, 33.7486, 29.6308, 14139.9, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
11, 158.335, 610.461, 630.660, -2.85714, 1.43093e-05, 8.24319e-06, -1.16964e-05, -35.1747, 29.6229, 33.7576, 25327.7, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
12, 158.335, 610.461, 630.660, -2.14286, 2.76663e-05, 1.79635e-05, -2.10413e-05, -40.4883, 24.603, 40.6455, 49997.4, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
13, 158.335, 610.461, 630.660, -1.42857, 5.77628e-05, 4.67989e-05, -3.38585e-05, -54.1147, 19.2463, 51.9579, 118807, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
14, 158.335, 610.461, 630.660, -0.714286, 0.000148472, 0.000137723, -5.54645e-05, -68.0641, 15.7686, 63.4172, 339876, 46.55410498, 40.29546068, 0, 2021.07.23 11:51:18:367
1, 161.545, 609.981, 631.010, -10, 1.28197e-07, 9.79525e-08, -8.27025e-08, -49.8252, 64.3357, 15.5435, 247.625, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
2, 161.545, 609.981, 631.010, -9.28571, 1.91468e-07, 1.4883e-07, -1.20456e-07, -51.0149, 62.1871, 16.0805, 354.9, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
3, 161.545, 609.981, 631.010, -8.57143, 2.8499e-07, 1.9247e-07, -2.10177e-07, -42.4819, 57.2179, 17.4771, 518.958, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
4, 161.545, 609.981, 631.010, -7.85714, 4.16035e-07, 2.475e-07, -3.34409e-07, -36.5056, 48.5994, 20.5764, 737.288, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
5, 161.545, 609.981, 631.010, -7.14286, 7.1615e-07, 4.28144e-07, -5.74076e-07, -36.7154, 45.4588, 21.9979, 1250.67, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
6, 161.545, 609.981, 631.010, -6.42857, 1.39973e-06, 8.39983e-07, -1.11967e-06, -36.8774, 42.7588, 23.387, 2412.5, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
7, 161.545, 609.981, 631.010, -5.71429, 2.09413e-06, 1.04846e-06, -1.81277e-06, -30.0441, 42.3747, 23.599, 3625.44, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
8, 161.545, 609.981, 631.010, -5, 2.99233e-06, 1.71126e-06, -2.45471e-06, -34.8817, 38.2296, 26.1578, 5113.09, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
9, 161.545, 609.981, 631.010, -4.28571, 4.76436e-06, 2.65261e-06, -3.95762e-06, -33.8321, 36.2725, 27.5691, 8242.54, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
10, 161.545, 609.981, 631.010, -3.57143, 8.00179e-06, 4.44814e-06, -6.65153e-06, -33.7722, 33.2396, 30.0846, 13926.1, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
11, 161.545, 609.981, 631.010, -2.85714, 1.42957e-05, 8.21236e-06, -1.17015e-05, -35.062, 29.5953, 33.7891, 25291.4, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
12, 161.545, 609.981, 631.010, -2.14286, 2.83699e-05, 1.8158e-05, -2.17977e-05, -39.7952, 25.2118, 39.6639, 51276.8, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
13, 161.545, 609.981, 631.010, -1.42857, 5.92733e-05, 4.70152e-05, -3.60957e-05, -52.485, 19.7314, 50.6807, 121942, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
14, 161.545, 609.981, 631.010, -0.714286, 0.000156531, 0.000141855, -6.61743e-05, -64.9914, 16.5723, 60.3415, 358737, 46.55410067, 40.29550266, 0, 2021.07.23 11:51:20:118
1, 164.783, 607.721, 629.665, -10, 1.31382e-07, 1.04282e-07, -7.99165e-08, -52.5352, 65.9295, 15.1677, 253.804, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
2, 164.783, 607.721, 629.665, -9.28571, 1.82545e-07, 1.27448e-07, -1.3069e-07, -44.2805, 59.2989, 16.8637, 338.059, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
3, 164.783, 607.721, 629.665, -8.57143, 2.7585e-07, 1.87213e-07, -2.02595e-07, -42.7403, 55.3902, 18.0537, 502.043, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
4, 164.783, 607.721, 629.665, -7.85714, 4.43307e-07, 2.866e-07, -3.38204e-07, -40.2785, 51.7696, 19.3163, 785.216, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
5, 164.783, 607.721, 629.665, -7.14286, 7.61238e-07, 4.5468e-07, -6.10532e-07, -36.6761, 48.3032, 20.7026, 1329.99, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
6, 164.783, 607.721, 629.665, -6.42857, 1.44513e-06, 8.44025e-07, -1.17303e-06, -35.7359, 44.1344, 22.6581, 2490.47, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
7, 164.783, 607.721, 629.665, -5.71429, 2.16178e-06, 1.059e-06, -1.88463e-06, -29.3323, 43.7302, 22.8675, 3743.18, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
8, 164.783, 607.721, 629.665, -5, 2.97925e-06, 1.65144e-06, -2.47965e-06, -33.6635, 38.0643, 26.2714, 5094.08, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
9, 164.783, 607.721, 629.665, -4.28571, 4.76325e-06, 2.59706e-06, -3.99297e-06, -33.0403, 36.2641, 27.5754, 8251.6, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
10, 164.783, 607.721, 629.665, -3.57143, 8.06949e-06, 4.43936e-06, -6.7386e-06, -33.3767, 33.5161, 29.8364, 14038.7, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
11, 164.783, 607.721, 629.665, -2.85714, 1.44346e-05, 8.35367e-06, -1.17717e-05, -35.361, 29.8768, 33.4708, 25530.3, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
12, 164.783, 607.721, 629.665, -2.14286, 2.79033e-05, 1.80732e-05, -2.12592e-05, -40.3689, 24.8081, 40.3093, 50425.2, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
13, 164.783, 607.721, 629.665, -1.42857, 5.6598e-05, 4.66188e-05, -3.20939e-05, -55.4552, 18.8718, 52.9892, 116332, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
14, 164.783, 607.721, 629.665, -0.714286, 0.000143941, 0.000135957, -4.72736e-05, -70.8269, 15.3147, 65.2968, 329265, 46.55408034, 40.29554500, 0, 2021.07.23 11:51:21:867
1, 167.159, 603.784, 626.496, -10, 1.27435e-07, 1.03247e-07, -7.46973e-08, -54.1151, 63.9546, 15.6361, 246.362, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
2, 167.159, 603.784, 626.496, -9.28571, 1.81134e-07, 1.34335e-07, -1.21506e-07, -47.8707, 58.8421, 16.9946, 335.934, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
3, 167.159, 603.784, 626.496, -8.57143, 2.79457e-07, 1.76959e-07, -2.1629e-07, -39.2886, 56.1115, 17.8217, 508.8, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
4, 167.159, 603.784, 626.496, -7.85714, 4.36841e-07, 2.81544e-07, -3.34011e-07, -40.1282, 51.0181, 19.6009, 774.692, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
5, 167.159, 603.784, 626.496, -7.14286, 7.66804e-07, 4.74597e-07, -6.02285e-07, -38.2379, 48.6542, 20.5532, 1339.39, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
6, 167.159, 603.784, 626.496, -6.42857, 1.40692e-06, 8.39479e-07, -1.12902e-06, -36.6325, 42.9767, 23.2684, 2424.2, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
7, 167.159, 603.784, 626.496, -5.71429, 2.10435e-06, 1.04823e-06, -1.82469e-06, -29.8762, 42.5795, 23.4855, 3643.22, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
8, 167.159, 603.784, 626.496, -5, 2.97426e-06, 1.6828e-06, -2.45243e-06, -34.457, 38.0013, 26.3149, 5083.7, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
9, 167.159, 603.784, 626.496, -4.28571, 4.70044e-06, 2.59186e-06, -3.92127e-06, -33.4637, 35.7922, 27.939, 8133.71, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
10, 167.159, 603.784, 626.496, -3.57143, 8.01156e-06, 4.42165e-06, -6.68088e-06, -33.4981, 33.2795, 30.0486, 13932.1, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
11, 167.159, 603.784, 626.496, -2.85714, 1.44902e-05, 8.27295e-06, -1.18964e-05, -34.8153, 29.9896, 33.3449, 25633.8, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
12, 167.159, 603.784, 626.496, -2.14286, 2.88128e-05, 1.83721e-05, -2.21956e-05, -39.6158, 25.5946, 39.0707, 52076.7, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
13, 167.159, 603.784, 626.496, -1.42857, 5.98889e-05, 4.7593e-05, -3.63536e-05, -52.6259, 19.9288, 50.1786, 123240, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
14, 167.159, 603.784, 626.496, -0.714286, 0.00015067, 0.00013736, -6.19165e-05, -65.736, 15.9882, 62.5461, 345120, 46.55404494, 40.29557607, 0, 2021.07.23 11:51:23:618
1, 168.037, 598.906, 622.033, -10, 1.44345e-07, 1.19716e-07, -8.06439e-08, -56.0347, 72.4123, 13.8098, 278.867, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
2, 168.037, 598.906, 622.033, -9.28571, 1.93896e-07, 1.52281e-07, -1.20026e-07, -51.7551, 62.9729, 15.8798, 359.767, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
3, 168.037, 598.906, 622.033, -8.57143, 2.79664e-07, 1.86e-07, -2.08844e-07, -41.6888, 56.1529, 17.8085, 508.952, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
4, 168.037, 598.906, 622.033, -7.85714, 4.42741e-07, 2.8898e-07, -3.35426e-07, -40.7459, 51.7039, 19.3409, 784.303, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
5, 168.037, 598.906, 622.033, -7.14286, 7.56706e-07, 4.70781e-07, -5.92426e-07, -38.473, 48.0174, 20.8258, 1322.13, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
6, 168.037, 598.906, 622.033, -6.42857, 1.41051e-06, 8.6955e-07, -1.11059e-06, -38.0596, 43.0855, 23.2097, 2431.59, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
7, 168.037, 598.906, 622.033, -5.71429, 2.10433e-06, 1.08539e-06, -1.80282e-06, -31.05, 42.5791, 23.4857, 3645.13, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
8, 168.037, 598.906, 622.033, -5, 2.94956e-06, 1.72704e-06, -2.39108e-06, -35.8399, 37.689, 26.5329, 5042.72, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
9, 168.037, 598.906, 622.033, -4.28571, 4.65808e-06, 2.6445e-06, -3.83462e-06, -34.5916, 35.4739, 28.1898, 8064.15, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
10, 168.037, 598.906, 622.033, -3.57143, 7.82994e-06, 4.47409e-06, -6.42576e-06, -34.8485, 32.5371, 30.7341, 13633.4, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
11, 168.037, 598.906, 622.033, -2.85714, 1.41969e-05, 8.36357e-06, -1.14718e-05, -36.094, 29.395, 34.0194, 25126.8, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
12, 168.037, 598.906, 622.033, -2.14286, 2.78575e-05, 1.8206e-05, -2.10851e-05, -40.8091, 24.7685, 40.3738, 50345.4, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
13, 168.037, 598.906, 622.033, -1.42857, 5.84765e-05, 4.7643e-05, -3.39065e-05, -54.5613, 19.4756, 51.3462, 120268, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
14, 168.037, 598.906, 622.033, -0.714286, 0.000150943, 0.000138136, -6.08448e-05, -66.228, 16.0155, 62.4396, 346135, 46.55400106, 40.29558755, 0, 2021.07.23 11:51:25:368
1, 168.241, 593.610, 616.991, -10, 1.4609e-07, 1.24291e-07, -7.67724e-08, -58.2972, 73.285, 13.6454, 282.083, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
2, 168.241, 593.610, 616.991, -9.28571, 2.02358e-07, 1.61989e-07, -1.21279e-07, -53.1783, 65.7108, 15.2182, 374.858, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
3, 168.241, 593.610, 616.991, -8.57143, 2.9079e-07, 1.95002e-07, -2.15715e-07, -42.113, 58.3774, 17.1299, 529.097, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
4, 168.241, 593.610, 616.991, -7.85714, 4.38265e-07, 2.91066e-07, -3.27653e-07, -41.6159, 51.1836, 19.5375, 776.778, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
5, 168.241, 593.610, 616.991, -7.14286, 7.29797e-07, 4.42513e-07, -5.80333e-07, -37.3261, 46.32, 21.589, 1274.98, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
6, 168.241, 593.610, 616.991, -6.42857, 1.38557e-06, 8.29996e-07, -1.10946e-06, -36.8004, 42.3296, 23.6242, 2387.39, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
7, 168.241, 593.610, 616.991, -5.71429, 2.05425e-06, 1.04993e-06, -1.76567e-06, -30.7371, 41.5752, 24.0528, 3557.12, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
8, 168.241, 593.610, 616.991, -5, 2.92062e-06, 1.70903e-06, -2.36838e-06, -35.8144, 37.3231, 26.7931, 4996.16, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
